1 7.44799
101 655.391
201 1234.79
301 1813.37
401 2409.38
501 2967.99
601 3575.47
701 4144.69
801 4730.5
901 5223.06
1001 5709.84
1101 6276.11
1201 6755.1
1301 7302.6
1401 7695.18
1501 8130.36
1601 8582.15
1701 9064.28
1801 9490.84
1901 9778.81
2001 10218.1
2101 10495
2201 10834.1
2301 11020.9
2401 11375.2
2501 11740.6
2601 11993.8
2701 12002.1
2801 12332.4
2901 12352.8
